human.External.Gene.Name	human.Ensembl.Gene.ID	danos_gene	LA_E14.5.norm.	LV_E14.5.norm.	RA_E14.5.norm.	RV_E14.5.norm.	LA_E14.5.reads.	LV_E14.5.reads.	RA_E14.5.reads.	RV_E14.5.reads.	e14.5_mean	e14.5_rank	Brain_E9.5.norm.	Brain_E9.5.reads.	brain_fpkm	brain_rank
C15orf62	ENSG00000188277	Gm14137	0.470282127735053	1.30442626889492	0.678563493148356	0.62893635541445	6	16	9	8	0.770552061298195	27.5272603362108	3.36304506335426	58	1.09652594175229	34.4445706497047
MAT2B	ENSG00000038274	MAT2B	70.699079869503	65.7104732955816	62.9556129754308	63.8370400745667	902	806	835	812	65.8005515537705	85.4668332576102	48.7641534186368	841	19.3893254149649	79.2764652430713
ZP3	ENSG00000188372	Zp3	0	0	0.0753959436831507	0	0	0	1	0	0.0188489859207877	9.41617446615175	0	0	0	0
POMZP3	ENSG00000146707	Zp3	0	0	0.0753959436831507	0	0	0	1	0	0.0188489859207877	9.41617446615175	0	0	0	0
FTMT	ENSG00000181867	Ftmt	0	0	0	0	0	0	0	0	0	0	0.0579835355750735	1	0.0396875671287293	14.777373920945
IGSF11	ENSG00000144847	Igsf11	1.01894461009261	0.32610656722373	1.05554321156411	0.471702266560838	13	4	14	6	0.718074163860322	27.0672421626533	6.95802426900882	120	2.03928026641525	40.1238073602908
PCDH9	ENSG00000184226	Pcdh9	3.05683383027784	2.28274597056611	4.14677690257329	2.20127724395058	39	28	55	28	2.92190848684195	35.5690595184007	8.58156326511087	148	1.37745798797927	36.2562471603816
CDK19	ENSG00000155111	Cdk8chr10+	35.3495399347515	31.387757095284	31.5909004032401	26.7297951051141	451	385	419	340	31.2644981345974	70.2067242162653	36.8195450901716	635	6.42462835284795	56.0086324398001
AMZ2	ENSG00000196704	Amz2	53.9256839802861	51.3617843377375	54.2096835081853	47.7991630114982	688	630	719	608	51.8240787094268	81.2074057246706	59.7230416423257	1030	11.6623787624147	68.4291231258519
KCNMB3	ENSG00000171121	Kcnmb3	0	0	0	0	0	0	0	0	0	0	0.0579835355750735	1	0.0805326882987132	17.8668786915039
GSTP1	ENSG00000084207	Gstp2	75.2451404376085	78.9177892681427	73.2094613163393	76.4943842272825	960	968	971	973	75.9666938123433	87.6817355747388	12.9303284332414	223	17.1945856825019	76.8968650613358
CCNG2	ENSG00000138764	Ccng2	34.9576381616389	41.7416406046374	33.6265908826852	37.9720324581474	446	512	446	483	37.0744755267772	74.0742844161745	61.6364983163031	1063	24.0673558439294	83.7005906406179
RLF	ENSG00000117000	Rlf	28.7655901464607	36.6869888126696	32.4956517274379	30.9751155041617	367	450	431	394	32.2308365476825	70.8768741481145	118.866247928901	2050	16.5598004916273	76.124488868696
CCT8	ENSG00000156261	Cct8	158.249935982845	186.369903168362	155.843415593072	182.077074892483	2019	2286	2067	2316	170.63508240919	95.5474784189005	420.322649383707	7249	175.793663481266	99.0004543389368
SMG6	ENSG00000070366	Smg6	57.296039229054	55.1935365026163	56.0945821002641	51.1796959218509	731	677	744	651	54.9409634384463	82.3489323034984	116.083038221297	2002	20.017768274064	80.0034075420264
GBP7	ENSG00000213512	Gbp6chr3+	2.58655170254279	1.79358611973052	2.48806614154397	2.43712837723099	33	22	33	31	2.32633308526207	34.1549295774648	1.9714402095525	34	0.355086493075018	26.0165833711949
GBP4	ENSG00000162654	Gbp6chr3+	2.58655170254279	1.79358611973052	2.48806614154397	2.43712837723099	33	22	33	31	2.32633308526207	34.1549295774648	1.9714402095525	34	0.355086493075018	26.0165833711949
GBP6	ENSG00000183347	Mpa2l	9.64078361856859	8.31571746420512	7.99197003041397	9.43404533121675	123	102	106	120	8.84562911110111	45.5701953657428	1.39160485380176	24	0.227833145678088	23.4666060881418
MICAL3	ENSG00000243156	Mical3	193.834616981464	196.723786677715	196.70801706934	172.092710250279	2473	2413	2609	2189	189.8397827447	96.1210813266697	86.3374844712844	1489	4.62043692985574	50.3123580190822
PHLDA3	ENSG00000174307	Phlda3	20.6924136203423	22.1752465712136	21.7894277244305	22.720325839347	264	272	289	289	21.8443534388334	61.7560199909132	5.85633709308242	101	3.99204982486873	47.9611540208996
MAP3K13	ENSG00000073803	Map3k13	2.82169276641032	3.17953903043137	3.69440124047438	2.98744768821864	36	39	49	38	3.17077018138368	36.0801908223535	13.2782296466918	229	1.9791667382161	39.8171285779191
MRS2	ENSG00000124532	Mrs2	7.68127475300587	9.94625030032377	8.29355380514657	9.82713055335078	98	122	110	125	8.93705235295675	45.7121762835075	21.5118916983523	371	10.5709541515245	66.1744661517492
KHSRP	ENSG00000088247	Khsrp	298.158868984024	340.862889390604	315.004252708203	314.153709529518	3804	4181	4178	3996	317.044930153087	98.3359836437983	387.445984712641	6682	96.8857176075621	97.6715129486597
CD300LB	ENSG00000178789	Cd300lb	0	0.0815266418059325	0	0.393085222134031	0	1	0	5	0.118652965984991	18.304179918219	0	0	0	0
PA2G4	ENSG00000170515	Pa2g4	109.810876826135	144.057576071083	105.931300874827	125.236951771902	1401	1767	1405	1593	121.259176385987	93.1281235801908	483.408736089387	8337	198.770039510439	99.2219445706497
TTC19	ENSG00000011295	Ttc19	15.5976905698793	15.8161685103509	17.3410670471246	17.2171327294706	199	194	230	219	16.4930147142063	55.6565197637438	27.7741135404602	479	6.71521120417316	56.7696501590186
CTNNA1	ENSG00000044115	Ctnna1	371.679641619937	375.674765441737	386.555003263513	394.421711889287	4742	4608	5127	5017	382.082780553618	98.7164925034075	372.892117283297	6431	89.465479194649	97.3364379827351
TP53INP2	ENSG00000078804	Trp53inp2	239.373603017142	192.321348020195	235.913907784578	202.281655310173	3054	2359	3129	2573	217.472628533022	96.8366651522036	51.0255113060646	880	12.1028252623493	69.2185370286233
SYNJ2	ENSG00000078269	Synj2	8.70021936309848	17.7728079136933	7.08721870621616	15.5661747965076	111	218	94	198	12.2816051948789	50.2442071785552	6.08827123538271	105	0.845475799942051	32.3659700136302
ACBD5	ENSG00000107897	Acbd5	18.9680458186471	21.1969268695425	18.8489859207877	19.4184099734211	242	260	250	247	19.6080921455996	59.3366651522036	24.5850190838311	424	6.45445499706776	56.0938209904589
SH2B3	ENSG00000111252	Sh2b3	19.3599475917597	23.4796728401086	17.5672548781741	25.2360712610048	247	288	233	321	21.4107366427618	61.2335302135393	24.8169532261314	428	9.65640203351416	64.0049977283053
POLE4	ENSG00000115350	Pole4	39.0334166020094	42.8830135899205	39.7336623210204	40.8022460575125	498	526	527	519	40.6130846426157	76.0109041344843	21.1639904849018	365	10.7869472400111	66.685597455702
CEP19	ENSG00000174007	1500031L02Rik	13.559801349694	9.37556380768224	11.00780777774	10.141598731058	173	115	146	129	11.0211929165436	48.3700590640618	12.4664601486408	215	7.32890073406279	58.5983643798274
WDYHV1	ENSG00000156795	Wdyhv1	9.95430503705862	8.88640395684664	9.12290918566123	9.66989646449717	127	109	121	123	9.40837866101591	46.3652885052249	15.3076533918194	264	11.4922322761407	68.071331213085
TREML4	ENSG00000188056	Treml4	0.156760709245018	0.163053283611865	0.301583774732603	0.314468177707225	2	2	4	4	0.233966486324178	21.0642889595638	0	0	0	0
ZNRF1	ENSG00000186187	Znrf1	43.1091950423799	41.0079008283841	43.9558351672768	45.5978857675476	550	503	583	580	43.4177042013971	77.3000908677874	75.5525468543207	1303	13.2874686694197	71.1949114039073
PLOD1	ENSG00000083444	Plod1	55.7284321366038	72.477184565474	63.3325926938465	81.5258750705981	711	889	840	1037	68.2660211166306	86.0915492957747	42.5019315765288	733	6.87288673617865	57.2353475692867
PCIF1	ENSG00000100982	Pcif1	37.7009505734268	45.3288128440985	37.4717840105259	42.8462892126094	481	556	497	545	40.8369591601652	76.1756019990913	60.012959320201	1035	21.8070346367009	81.4856883234893
NME9	ENSG00000181322	Txndc6	0.470282127735053	0.163053283611865	0.376979718415753	0	6	2	5	0	0.252578782440668	21.4391185824625	0.347901213450441	6	0.439269208902072	27.4534302589732
PCDH17	ENSG00000118946	Pcdh17	8.77859971772099	17.1205947792458	7.38880248094876	12.1070248417282	112	210	98	154	11.3487554549109	48.8811903680145	20.2942374512757	350	1.83674879638661	39.1015447523853
C12orf39	ENSG00000134548	AK045625	0.391901773112544	0.65221313444746	0.452375662098904	0.393085222134031	5	8	6	5	0.472393947948235	24.5229441163108	1.56555546052698	27	0.966989166477443	33.3200817810086
NAIF1	ENSG00000171169	Naif1	7.60289439838336	6.92976455350426	5.9562795509689	8.01893853153424	97	85	79	102	7.12696925859769	43.0883689232167	6.90004073343374	119	2.17461100959147	40.7712403452976
OR5P3	ENSG00000182334	Olfr508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNRF2	ENSG00000180233	Znrf2	7.0542319160258	8.31571746420512	8.67053352356232	10.2988328199116	90	102	115	131	8.58482893092621	45.2407996365288	15.9454722831452	275	6.10937635369548	55.1397092230804
TMEM151A	ENSG00000179292	Tmem151a	9.95430503705862	2.85343246320764	7.69038625568137	2.98744768821864	127	35	102	38	5.87139286104157	41.1006360745116	0.17395060672522	3	0.0440939434030976	15.0897319400273
CYB5A	ENSG00000166347	Cyb5	64.8205532728148	64.8952068775223	69.6658519632312	58.8841662756779	827	796	924	749	64.5664445973115	85.1771921853703	28.6438665740863	494	38.242812515469	90.9359382099046
SHF	ENSG00000138606	Shf	4.23253914961548	4.23938537390849	5.12692417045424	5.50319310987644	54	52	68	70	4.77551045096366	39.2208087233076	23.715266050205	409	13.9337638367832	72.3364379827351
EPB41L3	ENSG00000082397	Epb4.1l3	104.481012711804	71.4988648638028	116.863712708884	79.953534182062	1333	877	1550	1017	93.1992811166382	90.3907314856883	48.3002851340362	833	7.14818486518221	58.1837800999546
C14orf39	ENSG00000179008	Six6os1	2.27303028405276	4.15785873210256	2.48806614154397	4.63840562118157	29	51	33	59	3.38934019472021	36.6197183098592	3.7109462768047	64	1.87232405489642	39.2548841435711
TSPAN4	ENSG00000214063	Tspan4	28.7655901464607	26.9853184377637	31.3647125721907	28.6166041713575	367	331	416	364	28.9330563319431	68.3780099954566	18.8446490618989	325	12.2367851051292	69.4854611540209
PIGQ	ENSG00000007541	Pigq	63.3313265349871	59.8405550855545	61.2215062707183	61.9502310083233	808	734	812	788	61.5859047248958	84.3764198091776	147.915999252012	2551	35.7717047767865	90.0670149931849
MAP7	ENSG00000135525	Mtap7	548.348960939072	653.028400865519	617.341986877638	586.483151423975	6996	8010	8188	7460	601.300625026551	99.3752839618355	92.4257557066671	1594	21.1985678226301	80.9859154929577
CCDC33	ENSG00000140481	Ccdc33	0.235141063867527	0.0815266418059325	0	0	3	1	0	0	0.0791669264183649	16.1744661517492	0.463868284600588	8	0.113415228508701	19.6501590186279
MAPRE2	ENSG00000166974	Mapre2	147.355066690317	272.625090199038	142.649125448521	301.024663110241	1880	3344	1892	3829	215.913486362029	96.7969104952294	127.969663014187	2207	18.7831591096708	78.6403907314857
GSDMA	ENSG00000167914	Gsdma3	0	0	0	0	0	0	0	0	0	0	0.17395060672522	3	0.117772922630481	19.8602907769196
SMCO4	ENSG00000166002	Fn5	14.4219852505416	15.0824287340975	14.4760211871649	15.1730895743736	184	185	192	193	14.7883811865444	53.5495229441163	2.37732495857801	41	2.3868724483715	41.7310313493866
HAX1	ENSG00000143575	Hax1	26.1006580892954	30.164857468195	22.3925952738957	25.0002201277244	333	370	297	318	25.9145827397776	65.7996365288505	4.5806993104308	79	4.10089463780734	48.4382099045888
MATR3	ENSG00000015479	Matr3	205.983571947953	218.817506607123	221.36249065373	199.765909888515	2628	2684	2936	2541	211.48236977433	96.6890049977283	481.72721355771	8308	107.360644875799	98.0349840981372
CCL21	ENSG00000137077	Gm1987	0.940564255470106	0.97831970167119	0.452375662098904	0.943404533121675	12	12	6	12	0.828666038090469	27.9532030895048	0.521851820175661	9	0.599829678362829	29.8671058609723
PDZRN3	ENSG00000121440	Semcap3	41.6983486591747	60.9004014290316	32.1940679527053	65.6452320963832	532	747	427	835	50.1095125343237	80.571331213085	59.8390087134758	1032	50.8835108107787	93.8380281690141
RBPJ	ENSG00000168214	Rbpj	30.7250990120235	38.0729417233705	35.5868854184471	39.2299051689763	392	467	472	499	35.9037078307043	73.3303044070877	216.858423050775	3740	35.9930992615394	90.1522035438437
F10	ENSG00000126218	F10	0.783803546225089	0.570686492641528	1.20633509893041	0.550319310987644	10	7	16	7	0.777786112196168	27.5840527033167	0.231934142300294	4	0.103866610971918	19.1674238982281
PAX2	ENSG00000075891	Pax2	0	0	0.0753959436831507	0	0	0	1	0	0.0188489859207877	9.41617446615175	7.30592548245926	126	5.82609687596432	54.2821444797819
LOX	ENSG00000113083	Lox	24.6114313514678	17.0390681374399	28.4242707685478	17.059898640617	314	209	377	217	21.7836672245181	61.6935483870968	9.10341508528653	157	2.50025132801058	42.2137664697865
PTBP3	ENSG00000119314	Rod1	53.5337822071735	54.9489565771985	61.1461103270352	45.9909709896817	683	674	811	585	53.9049550252722	81.9741026805997	111.560322446441	1924	16.1939791619162	75.6871876419809
CACNA1C	ENSG00000151067	Cacna1c	84.6507829923096	166.069769358685	86.6299392919401	154.639726387528	1080	2037	1149	1967	122.997554507616	93.236029077692	11.3647729727144	196	1.20760524627716	35.1601544752385
GALNT11	ENSG00000178234	Galnt11	25.8655170254279	24.4579925417798	24.2020979222914	24.4499008167368	330	300	321	311	24.743877076559	64.7660154475239	37.6313145882227	649	14.5801296351115	73.35302135393
COX6C	ENSG00000164919	Cox6c	167.890719601414	245.721298403081	163.383009961387	245.599646789343	2142	3014	2167	3124	205.648668688806	96.5243071331213	12.4084766130657	214	24.6689395885998	84.1890049977283
KLK3	ENSG00000142515	Klk1b9	0.0783803546225088	0.97831970167119	0.603167549465205	0.393085222134031	1	12	8	5	0.513238206973234	25.0056792367106	4.75464991715602	82	5.46511484730577	53.1349386642435
KLK2	ENSG00000167751	Klk1b9	0.0783803546225088	0.97831970167119	0.603167549465205	0.393085222134031	1	12	8	5	0.513238206973234	25.0056792367106	4.75464991715602	82	5.46511484730577	53.1349386642435
TCTN2	ENSG00000168778	Tctn2	10.1894461009261	7.98961089698139	10.6308280593242	7.78308739825382	130	98	141	99	9.14824311387138	46.0302135393003	38.2111499439734	659	5.75036116538351	54.0322580645161
OR4B1	ENSG00000175619	Olfr32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM14	ENSG00000147596	Prdm14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL16	ENSG00000127585	Fbxl16	1.25408567396014	1.63053283611865	1.65871076102931	1.10063862197529	16	20	22	14	1.41099197327085	31.0767832803271	41.6901620784778	719	11.5902591266271	68.2985006815084
PLAGL1	ENSG00000118495	Zac1	479.217488162019	384.724222682196	488.791902897866	376.654259848829	6114	4719	6483	4791	432.346968397727	98.9323034984098	367.09376372579	6331	743.10478487002	99.8693775556565
CCDC91	ENSG00000123106	Ccdc91	21.86811893968	18.9141808989763	18.6227980897382	18.0819202181654	279	232	247	230	19.37175453664	59.0810995002272	21.0480234137517	363	7.44535670808337	58.8482507950931
KIF2A	ENSG00000068796	Kif2a	41.3848272406847	41.2524807538019	43.5788554488611	45.8337369008281	528	506	578	583	43.0124750860439	77.1240345297592	124.490650879683	2147	25.9788503505182	85.2283053157656
USP4	ENSG00000114316	Usp4	83.788599091462	90.3315191209732	84.8958325872276	95.4410919341428	1069	1108	1126	1214	88.6142606834514	89.8284870513403	200.333115411879	3455	54.3940036415637	94.3321217628351
GJD3	ENSG00000183153	Gjd3	3.99739808574795	1.22289962708899	3.92058907152383	0.864787488694869	51	15	52	11	2.50141856826391	34.6376646978646	0	0	0	0
MTHFSD	ENSG00000103248	Mthfsd	21.6329778758124	22.5013531384374	19.9799250760349	19.9687292844088	276	276	265	254	21.0207463436734	60.7962289868242	26.1505745443581	451	10.699907751374	66.4584279872785
AGA	ENSG00000038002	Aga	11.4435317748863	7.58197768795172	10.9324118340568	7.4686192205466	146	93	145	95	9.35663512936035	46.3141753748296	3.82691334795485	66	1.64740135512477	37.9713766469786
C5orf46	ENSG00000178776	Gm94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OCIAD1	ENSG00000109180	Ociad1	161.777051940858	155.878939132943	156.521979086221	159.435366097563	2064	1912	2076	2028	158.403334064396	95.0761017719219	103.036742716906	1777	24.6676424986608	84.1833257610177
EIF3B	ENSG00000106263	Eif3b	130.26814938261	158.080158461703	112.71693580631	135.928869813948	1662	1939	1495	1729	134.248528366143	94.0197637437528	440.153018550383	7591	148.39953423816	98.6426624261699
FAM175A	ENSG00000163322	Fam175a	19.4383279463822	23.9688326909442	19.6783413013023	22.0913894839326	248	294	261	281	21.2942228556403	61.1369831894593	15.5395875341197	268	6.20590556474429	55.4179918218991
CPE	ENSG00000109472	Cpe	129.719486900252	103.212728526311	141.216602518541	123.664610883366	1655	1266	1873	1573	124.453357207118	93.372330758746	54.1566222271186	934	25.8751181209358	85.1715129486597
LRRC10	ENSG00000198812	Lrrc10	44.9903235533201	57.965442324018	37.9995556163079	56.2898038095933	574	711	504	716	49.3112813258098	80.1851431167651	0.231934142300294	4	0.162418867157069	21.5072694229896
ZSWIM2	ENSG00000163012	Zswim2	0	0.0815266418059325	0	0	0	1	0	0	0.0203816604514831	11.5856428895956	0	0	0	0
IGFBP5	ENSG00000115461	Igfbp5	1468.4559438527	945.464465023399	1735.08685198035	1000.55912441996	18735	11597	23013	12727	1287.3915963191	99.7841890049977	674.116584595804	11626	115.15486583461	98.1826442526124
ZNF786	ENSG00000197362	Zfp786	1.33246602858265	0.733739776253393	1.43252292997986	0.62893635541445	17	9	19	8	1.03191627255759	29.185597455702	8.2916455872355	143	2.93094577138052	43.8777828259882
C14orf37	ENSG00000139971	AK087604	47.0282127735053	38.0729417233705	55.4914145507989	52.6734197659602	600	467	736	670	48.3164972034087	79.8443889141299	37.8052651949479	652	18.4236185160565	78.2258064516129
NPHP1	ENSG00000144061	Nphp1	15.2057887967667	10.5984634347712	14.6268130745312	11.9497907528746	194	130	194	152	13.0952140147359	51.4482053611994	23.4833319079048	405	9.8215524499811	64.4252612448887
FAM50A	ENSG00000071859	Fam50a	24.5330509968453	24.4579925417798	24.2774938659745	24.4499008167368	313	300	322	311	24.4296095553341	64.3968650613358	19.5984350243748	338	14.1709580798082	72.6771921853703
ETV2	ENSG00000105672	Etv2	0.0783803546225088	0.32610656722373	0.226187831049452	0.235851133280419	1	4	3	3	0.216631471544027	20.814402544298	0.17395060672522	3	0.16598340336376	21.6322126306224
NAALAD2	ENSG00000077616	Naalad2	4.85958198659555	3.83175216487883	4.44836067730589	3.06606473264544	62	47	59	39	4.05143989035643	37.8521126760563	3.07312738547889	53	0.988461687191666	33.5472512494321
ACTR1A	ENSG00000138107	Actr1bchr19-	113.72989455726	123.594388977794	107.137635973757	111.00726673065	1451	1516	1421	1412	113.867296559865	92.480690595184	198.071757524451	3416	73.907372210616	96.4675147660155
RAB11A	ENSG00000103769	Rab11a	86.6102918578723	87.1519800905419	84.6696447561782	88.2083238468766	1105	1069	1123	1122	86.6600601378672	89.4990913221263	69.3483085477879	1196	29.7249500847783	87.431849159473
RNF167	ENSG00000108523	Rnf167	47.2633538373728	42.6384336645027	44.1066270546431	42.217352857195	603	523	585	537	44.0564418534284	77.6408450704225	34.3842365960186	593	16.5467933570831	76.0960926851431
KDELR3	ENSG00000100196	Kdelr3	27.5115044725006	20.4631870932891	33.2496111642694	15.7234088853613	351	251	441	200	24.2369279038551	64.1583371194911	3.7109462768047	64	2.62443159604293	42.6681054066334
POT1	ENSG00000128513	Pot1b	10.7381085832837	12.3920495545017	11.0832037214231	10.6919180420457	137	152	147	136	11.2263199753136	48.7051340299864	36.7035780190215	633	7.1897312476046	58.3030440708769
GORAB	ENSG00000120370	Gorab	6.97585156140329	6.2775514190568	6.93642681884986	5.11010788774241	89	77	92	65	6.32498442176309	41.9127669241254	19.8303691666751	342	7.48033540802531	58.9391185824625
TMEM106C	ENSG00000134291	Tmem106c	18.5761440455346	21.1969268695425	20.7338845128664	19.1039417957139	237	260	275	243	19.9027243059144	59.7342117219446	15.77152167642	272	9.69958282682657	64.1129032258064
DMRTC1B	ENSG00000184911	Dmrtc1b	0.0783803546225088	0	0	0	1	0	0	0	0.0195950886556272	10.222626079055	0.231934142300294	4	0.169666526920478	21.7457973648342
DMRTC1	ENSG00000159123	Dmrtc1b	0.0783803546225088	0	0	0	1	0	0	0	0.0195950886556272	10.222626079055	0.231934142300294	4	0.169666526920478	21.7457973648342
DMTF1	ENSG00000135164	Dmtf1	32.4494668137187	27.3114250049874	30.535357191676	27.6731996382358	414	335	405	352	29.4923621621545	68.7698773284871	104.892215855308	1809	13.920665674228	72.3137210358928
GYPC	ENSG00000136732	Gypc	31.3521418490035	25.4363122434509	30.4599612479929	20.8335167731037	400	312	404	265	27.0204830283878	66.8105406633348	20.0043197734003	345	9.16788257259409	62.9373012267151
STIL	ENSG00000123473	Stil	10.9732496471512	17.6097546300814	11.9125591019378	13.9152168635447	140	216	158	177	13.6026950606788	52.0729213993639	96.8904879459478	1671	17.7943963169785	77.606769650159
MYH8	ENSG00000133020	Myh8	22.024879648925	4.32091201571442	24.3528898096577	6.60383173185173	281	53	323	84	14.3256283015372	53.0156746933212	0.869753033626102	15	0.065414638509785	16.7480690595184
LY6G6C	ENSG00000204421	Ly6g6c	0	0	0.0753959436831507	0	0	0	1	0	0.0188489859207877	9.41617446615175	0.289917677875367	5	0.222671027554045	23.2962289868242
CDV3	ENSG00000091527	Cdv3chr9-	169.379946339242	201.289278618847	187.811295714728	186.165161202677	2161	2469	2491	2368	186.161420468874	96.0245343025897	284.641176138036	4909	62.5310140900782	95.4111767378464
TCF20	ENSG00000100207	Zfp957	42.8740539785123	44.1059132170095	48.7057796193153	46.9343755228033	547	541	646	597	45.6550305844101	78.5722398909587	172.385051264693	2973	62.6626867556136	95.4225352112676
GSTT1	ENSG00000184674	Gstt1	6.11366766055569	2.03816604514831	7.76578219936452	2.43712837723099	78	25	103	31	4.58868607057488	38.9425261244889	0.985720104776249	17	0.950549763525795	33.1610631531122
NKX1-2	ENSG00000229544	Nkx1-2	0	0	0	0.0786170444268063	0	0	0	1	0.0196542611067016	11.04611540209	0.405884749025514	7	0.213286783513145	23.0917764652431
GSC	ENSG00000133937	Gsc	0	0	0.150791887366301	0.0786170444268063	0	0	2	1	0.0573522329482768	14.4252612448887	0.405884749025514	7	0.345728065609467	25.8178100863244
LIMK1	ENSG00000106683	Limk1	14.9706477328992	18.8326542571704	16.9640873287089	18.1605372625922	191	231	225	231	17.2319816453427	56.5424806905952	56.3599965789714	972	11.9255176849284	68.9004997728305
TMEM237	ENSG00000155755	Als2cr4	14.3436048959191	10.2723568675475	16.6625035539763	11.7139396195941	183	126	221	149	13.2481012342593	51.6072239890959	26.3825086866584	455	12.5630993745992	69.9852339845525
UGT1A6	ENSG00000167165	Ugt1a6b	0.235141063867527	0.163053283611865	0.452375662098904	0	3	2	6	0	0.212642502394574	20.5474784189005	0.405884749025514	7	0.123107294214593	20.1044979554748
CDPF1	ENSG00000205643	2210021J22Rik	21.3194564573224	21.767613362184	15.3807725113627	21.5410701729449	272	267	204	274	20.0022281259535	59.8023625624716	3.88489688352992	67	3.67539913295167	46.7571558382553
BEND3	ENSG00000178409	Bend3	22.6519224859051	27.1483717213755	18.0950264839562	25.3146883054316	289	333	240	322	23.3025022491671	63.3405270331667	163.049702037107	2812	26.9548193151111	85.7962289868242
SP6	ENSG00000189120	Sp6	0.783803546225089	0.489159850835595	0.301583774732603	0.471702266560838	10	6	4	6	0.511562359588531	24.9772830531577	9.04543154971146	156	2.47075431568191	42.0945024988642
ZNF276	ENSG00000158805	Znf276	21.0059350388324	19.6479206752297	15.9839400608279	17.2171327294706	268	241	212	219	18.4637321260902	58.0872330758746	46.4448119956338	801	13.6481962961016	71.8877782825988
THAP6	ENSG00000174796	Thap6	32.2927061044736	33.4259231404323	27.5949153880331	29.3241575711987	412	410	366	373	30.6594255510344	69.6728759654702	15.0757192495191	260	3.59802368723606	46.4164016356202
AP2A1	ENSG00000196961	Ap2a1	78.8506367502439	83.6463344928868	73.1340653726561	77.2805546715506	1006	1026	970	983	78.2278978218343	88.1701499318492	179.922910889453	3103	50.653972660319	93.7698773284871
TTLL4	ENSG00000135912	Ttll4	10.4245871647937	11.9844163454721	10.8570158903737	8.7264919313755	133	147	144	111	10.4981278330037	47.7169468423444	142.581513979106	2459	33.5249268702342	89.1526578827805
PPP2R5C	ENSG00000078304	Ppp2r5c	112.554189237923	109.082646736338	113.772479017874	102.280774799275	1436	1338	1509	1301	109.422522447853	92.1001817355747	126.462091089235	2181	22.0048879570619	81.7071785552022
IBTK	ENSG00000005700	mKIAA1417	34.0954542607913	40.4372143357425	35.3606975873977	34.2770313700875	435	496	469	436	36.0425993885048	73.4268514311676	63.3760043835553	1093	11.3030148713314	67.7362562471604
SERPINB9	ENSG00000170542	Serpinb9g	5.95690695131067	3.99480544849069	6.55944710043411	3.38053291035267	76	49	87	43	4.97292310264704	39.5161290322581	0.985720104776249	17	0.512594958281981	28.594956837801
LRRC7	ENSG00000033122	Lrrc7	0	0.163053283611865	0.226187831049452	0.0786170444268063	0	2	3	1	0.116964539772031	17.9520672421627	0.521851820175661	9	0.0881804359877764	18.3552930486143
C17orf99	ENSG00000187997	6030468B19Rik	0.391901773112544	0.0815266418059325	0.0753959436831507	0.0786170444268063	5	1	1	1	0.156860350757108	19.3037255792821	0.695802426900881	12	0.645456796754064	30.406633348478
CCDC71L	ENSG00000253276	2010109K11Rik	13.716562058939	10.924570001995	12.2141428766704	10.4560669087652	175	134	162	133	11.8278354615924	49.5570195365743	22.4976118031285	388	5.41458767824994	53.0043162199
PRKAR2A	ENSG00000114302	Prkar2a	61.2934373148019	63.4277273250155	60.6937346649363	58.1766128758366	782	778	805	740	60.8978780451476	84.166288050886	100.195549473727	1728	24.8008785826057	84.2912312585188
NDST3	ENSG00000164100	Ndst3	0	1.22289962708899	0.226187831049452	0.235851133280419	0	15	3	3	0.421234647854715	23.9947751022263	5.04456759503139	87	0.864091742896778	32.5306678782372
KCNE1	ENSG00000180509	Kcne1	14.8138870236542	118.132103976796	2.56346208522712	103.14556228797	189	1449	34	1312	59.6637538434118	83.8141753748296	0.927736569201175	16	0.290371383161557	24.8296228986824
TMEM40	ENSG00000088726	Tmem40	0.470282127735053	0	0.452375662098904	0.471702266560838	6	0	6	6	0.348590014098699	22.9441163107678	0.0579835355750735	1	0.033594168931097	14.1867333030441
DHX58	ENSG00000108771	Dhx58	0.783803546225089	0.570686492641528	0.301583774732603	0.471702266560838	10	7	4	6	0.531944020040015	25.2385279418446	3.01514384990382	52	1.25005963926361	35.4441163107678
KIF22	ENSG00000079616	Kif22	44.2849003617175	61.3895612798672	41.9201446878318	49.3715039000343	565	753	556	628	49.2415275573627	80.1510676965016	118.692297322175	2047	57.5059580049297	94.8091776465243
ADAP1	ENSG00000105963	Adap1	1.48922673782767	0.65221313444746	1.65871076102931	1.72957497738974	19	8	22	22	1.38243140267354	30.9631985461154	0.811769498051028	14	0.330121796686063	25.5679236710586
OR5T2	ENSG00000181718	Olfr141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIAS4	ENSG00000105229	Pias4	26.962841990143	28.1266914230467	20.1307169634012	24.764368994444	344	345	267	315	24.9961548427587	64.9931849159473	44.5313553216564	768	26.7777241862035	85.6656065424807
FOPNL	ENSG00000133393	0610037P05Rik	17.6355797900645	16.0607484357687	17.039483272392	18.7894736180067	225	197	226	239	17.381321279058	56.7582916855974	19.1925502753493	331	13.4968707984172	71.5640617900954
