"","label"
"DNAJC15",NA
"PIGH",NA
"TSPAN16",NA
"SIAH3",NA
"LCN6",NA
"TAS2R19",NA
"GKN1",NA
"ZNF444",NA
"CALML6",NA
"LGALS9C",NA
"XG",NA
"CCRL2",NA
"LURAP1L",NA
"C2orf74",NA
"LAMTOR1",NA
"LECT2",NA
"PLA2G1B",NA
"C22orf42",NA
"VSTM1",NA
"BTF3L4",NA
"C12orf76",NA
"TSR2",NA
"TBC1D28",NA
"CCL3L3",NA
"BAALC",NA
"FCER1A",NA
"ZNF720",NA
"ZNRD1",NA
"IGSF6",NA
"FAM169B",NA
"PRH1",NA
"CGGBP1",NA
"GLRX2",NA
"CBWD1",NA
"MSGN1",NA
"TCP10L",NA
"VGLL1",NA
"PRH2",NA
"PAXX",NA
"GOLT1A",NA
"TMEM126A",NA
"IFITM2",NA
"ATP5PF",NA
"CRIP1",NA
"CYLC2",NA
"SNX12",NA
"SNRPA",NA
"TAF10",NA
"MGST1",NA
"C14orf119",NA
"CHCHD1",NA
"AC005841.1",NA
"SIGLECL1",NA
"MRPS28",NA
"IL17B",NA
"LYRM9",NA
"MAL2",NA
"OTUD6A",NA
"BID",NA
"GOLGA8H",NA
"SENP8",NA
"SKA2",0
"OCIAD2",NA
"DYDC1",NA
"EPGN",NA
"KRTAP11-1",NA
"MANSC4",NA
"H2BFM",NA
"GPX2",NA
"COPRS",NA
"RNF11",NA
"NOMO2",NA
"AMY1C",NA
"RRP15",NA
"LRRC10",NA
"IL17F",NA
"APOOL",NA
"PMP2",NA
"POLR3G",NA
"MB",NA
"FAM228A",NA
"CEBPG",NA
"TNFSF8",NA
"C19orf84",NA
"DNAJB8",NA
"SLC35G5",NA
"IL25",NA
"APOC3",NA
"ZC3HAV1L",NA
"RSPH10B",NA
"IL1A",NA
"PPP5D1",NA
"TAS2R20",NA
"HPGDS",NA
"TMEM179B",NA
"LSMEM2",NA
"NAT2",NA
"JPT1",NA
"LGALS13",NA
"DAP",NA
"LST1",NA
"FAM120AOS",NA
"FAM162A",NA
"LRRC26",NA
"C20orf202",NA
"ATP2B2",NA
"CXorf40A",NA
"TMEM65",NA
"AC026202.1",NA
"NKAIN4",NA
"DRAP1",NA
"CARHSP1",NA
"SYNGR4",NA
"GNLY",NA
"SLC31A2",NA
"LYRM4",NA
"ZNF124",NA
"PFDN1",NA
"COX5B",NA
"C8orf74",NA
"MAP1LC3B2",NA
"HIGD2A",NA
"CRABP2",NA
"C8orf33",NA
"TMEM31",NA
"SAT2",NA
"KRTCAP2",NA
"EVA1B",NA
"BOLA3",NA
"CXorf30",NA
"MIS18A",NA
"SPATA8",NA
"CISD1",NA
"GPR141",NA
"TMEM52B",NA
"SLC4A1",NA
"LYRM2",NA
"MRGPRX2",NA
"KRTAP10-5",NA
"RNASE4",NA
"DNAL1",NA
"MPHOSPH6",NA
"C2orf49",NA
"GPX1",NA
"PRR34",NA
"TMEM107",NA
"NEDD8",NA
"CABCOCO1",NA
"FGFBP3",NA
"GOLGA6L9",NA
"SRP9",NA
"SNX3",NA
"CD164L2",NA
"THEM4",NA
"TMEM190",NA
"TMUB1",NA
"ZG16",NA
"TMEM233",NA
"CBWD3",NA
"NSG1",NA
"C1orf53",NA
"C22orf46",NA
"PRND",NA
"AKIP1",NA
"ZCCHC18",NA
"ARIH2OS",NA
"EREG",NA
"CD200R1L",NA
"SPINT3",NA
"TSKU",NA
"APOD",NA
"IL19",NA
"TMEM254",NA
"SH2D1B",NA
"ALDH18A1",NA
"ALKAL2",NA
"C15orf62",NA
"EEF1E1",NA
"MED28",NA
"TP53INP2",NA
"SLC35G3",NA
"SPIN3",NA
"KRTAP24-1",NA
"MBL2",NA
"PRR22",NA
"SMIM7",NA
"CLEC4D",NA
"GPR160",NA
"CHCHD10",NA
"CLEC2B",NA
"TNFSF9",NA
"FXYD1",NA
"RWDD3",NA
"HNRNPA1L2",NA
"VN1R2",NA
"ODF3",NA
"DEFB125",NA
"CLEC2D",NA
"CCDC117",NA
"C16orf54",NA
"PRR29",NA
"CLRN3",NA
"CCDC28B",NA
"BATF",NA
"KCNRG",NA
"TEX30",NA
"PLA2G16",NA
"GEMIN6",NA
"LY6H",NA
"TMEM170A",NA
"RAP1GAP",NA
"DIRAS3",NA
"DYNLL2",NA
"ADM5",NA
"IFNE",NA
"PRXL2C",NA
"C17orf107",NA
"CLEC6A",NA
"RPL32",NA
"TRAT1",NA
"C4orf17",NA
"ELOB",NA
"IQCF1",NA
"POM121L12",NA
"TMEM217",NA
"GM2A",NA
"CIART",NA
"FCGR2A",NA
"FMR1NB",NA
"RBP5",NA
"UBL5",NA
"FAM122A",NA
"KRTAP10-6",NA
"GTF3C6",NA
"FAM133A",NA
"GLYAT",NA
"ANG",NA
"MEGF6",NA
"GHRL",NA
"LAPTM5",NA
"CRP",NA
"TMCO2",NA
"CCDC85B",NA
"BIRC8",NA
"AL121963.1",NA
"TCL1A",NA
"JUND",NA
"FAM170B",NA
"C1orf68",NA
"LCN2",NA
"OCM",NA
"SPACA1",NA
"DYNLL1",NA
"C17orf58",NA
"LTA",NA
"ID4",NA
"PIGF",NA
"ZFAND2A",NA
"CDK2AP1",NA
"RNF186",NA
"SAP30",NA
"RAET1G",NA
"CNFN",NA
"LGALS14",NA
"PSMD10",NA
"RAMAC",NA
"BCL2A1",NA
"IMMP2L",NA
"TERB2",NA
"GPR148",NA
"RFPL4B",NA
"BRI3",NA
"RDM1",NA
"DNLZ",NA
"CCDC54",NA
"GAL",NA
"CARTPT",NA
"AIM2",NA
"SCRT1",NA
"USP17L2",NA
"ID2",NA
"FAM177B",NA
"NRM",NA
"ZCCHC10",NA
"TCTEX1D4",NA
"OMP",NA
"IL36B",NA
"RGS1",NA
"PDE2A",NA
"HSPA6",NA
"FANCF",NA
"HACD4",NA
"REX1BD",NA
"C19orf38",NA
"ROPN1B",NA
"PTRHD1",NA
"CEMP1",NA
"DEFB119",NA
"CNIH2",NA
"SPX",NA
"AWAT1",NA
"TFDP3",NA
"SLAMF1",NA
"RAB41",NA
"HIST3H3",NA
"RGS9BP",NA
"MRGPRG",NA
"ARL16",NA
"SNRPD1",NA
"FPR1",NA
"TFF2",NA
"DDIT3",NA
"CLDN34",NA
"GLYATL2",NA
"HSPB11",NA
"TLNRD1",NA
"C6orf223",NA
"C8orf82",NA
"TMIGD2",NA
"SUMO2",NA
"RTP3",NA
"AKAP14",NA
"MCEE",NA
"IL11",NA
"MKRN2OS",NA
"PUDP",NA
"LRRC10B",NA
"ETFRF1",NA
"ZNF547",NA
"TGFA",NA
"MRGPRE",NA
"CD80",NA
"C19orf81",NA
"FBXL15",NA
"NPIPB15",NA
"GIMAP1",NA
"OSR1",NA
"RNF122",NA
"FAM89A",NA
"FAM3C",NA
"RFPL1",NA
"AKAP5",NA
"NREP",NA
"ZNF552",NA
"IL17A",NA
"TAS2R5",NA
"SAT1",NA
"FNDC9",NA
"SHLD3",NA
"PGLYRP1",NA
"TIMM22",NA
"SNRPD2",NA
"CTLA4",NA
"ROMO1",NA
"ATP5F1D",NA
"LY96",NA
"CSN1S1",NA
"LYNX1",NA
"NDUFB5",NA
"ALOX5AP",NA
"UBE2U",NA
"LRRC73",NA
"GIMAP4",NA
"ARMCX5",NA
"C17orf51",NA
"HIKESHI",NA
"CNIH4",NA
"LAMTOR2",NA
"SLC10A5",NA
"NDN",NA
"TDGF1",NA
"MAGEB10",NA
"SLC48A1",NA
"CDKN2C",NA
"MYDGF",NA
"COMMD6",NA
"KHDC3L",NA
"CDSN",NA
"COL17A1",NA
"TMEM17",NA
"CD69",NA
"TMED2",NA
"RD3L",NA
"TMEM54",NA
"LRRC30",NA
"SNAI3",NA
"GPSM3",NA
"ARL2BP",NA
"MAGEF1",NA
"RTL6",NA
"CD8B",NA
"MYEOV",NA
"TXNDC12",NA
"CD48",NA
"RGPD8",NA
"PSMG4",NA
"SDHAF4",NA
"TRPC4",NA
"CTNNBIP1",NA
"NXT2",NA
"CCER2",NA
"C1orf131",NA
"FPR3",NA
"IL6",NA
"THY1",NA
"RNF223",NA
"C6orf120",NA
"DNAJB7",NA
"BOLA1",NA
"RNF208",NA
"MAGEB1",NA
"TIMM13",NA
"CPXCR1",NA
"ARMCX2",NA
"TRAPPC6A",NA
"MAGEB17",NA
"SREK1IP1",NA
"GSTM4",NA
"C16orf45",NA
"POR",NA
"PDCD5",NA
"CLEC7A",NA
"SELPLG",NA
"RBM43",NA
"LYPD4",NA
"SNRPB2",NA
"RIPPLY3",NA
"CWC15",NA
"ERH",NA
"RPL22L1",NA
"SPP1",NA
"HAVCR2",NA
"PHLDA2",NA
"FAM220A",NA
"TXNDC17",NA
"TMEM230",NA
"RTP1",NA
"MRGPRD",NA
"TEX13B",NA
"COMMD4",NA
"IQCJ",NA
"CLEC1B",NA
"FAM71E1",NA
"DR1",NA
"C11orf58",NA
"ANGPTL8",NA
"POP7",NA
"WFDC5",NA
"C6orf47",NA
"GAP43",NA
"RWDD1",NA
"CCDC190",NA
"GOLGA8M",NA
"SDC4",NA
"HMSD",NA
"NSG2",NA
"LEP",NA
"PDZK1",NA
"NPM2",NA
"SMCO2",NA
"CPLX3",NA
"NICN1",NA
"OOEP",NA
"IL17C",NA
"C3orf70",NA
"FIBIN",NA
"TMEM176A",NA
"CPLX1",NA
"PLD6",NA
"RGS10",NA
"DYNLT1",NA
"RPL29",NA
"XAF1",NA
"JOSD2",NA
"LEPROT",NA
"EIF4EBP2",NA
"GPR82",NA
"DUSP19",NA
"DNAJC19",NA
"CIAO2B",NA
"GLIPR1L1",NA
"PPP3R2",NA
"SH3BGRL2",NA
"ERP29",NA
"NKAPD1",NA
"CLEC3B",NA
"PCBP1",NA
"CACNG6",NA
"CATSPERZ",NA
"ORMDL1",NA
"GSTO1",NA
"C19orf25",NA
"GSTP1",NA
"NPPC",NA
"FUNDC1",NA
"C1orf141",NA
"PLK5",NA
"IFNK",NA
"ESM1",NA
"DDIT4L",NA
"IFITM5",NA
"LYPLAL1",NA
"ARPC5L",NA
"RELL2",NA
"LGALS1",NA
"KIR3DL3",NA
"CENPM",NA
"CBY3",NA
"C1orf56",NA
"GREM2",NA
"CDCA5",NA
"FGFBP2",NA
"RWDD4",NA
"ADAMTS3",NA
"GPR89B",NA
"KLF14",NA
"RFPL3",NA
"SH3BGRL",NA
"LRRC61",NA
"GLT6D1",NA
"CCDC172",NA
"MOBP",NA
"PTPN20B",NA
"APCS",NA
"PTGES",NA
"PFDN2",NA
"PTTG1IP",NA
"HAMP",NA
"GSTA4",NA
"AGAP5",NA
"C17orf78",NA
"SUSD3",NA
"FAM167B",NA
"BSPH1",NA
"C9orf135",NA
"ATP5PD",NA
"GIMAP5",NA
"NUDT11",NA
"VAMP3",NA
"ART4",NA
"COTL1",NA
"MSANTD1",NA
"PGA4",NA
"CCK",NA
"CMTM4",NA
"TVP23B",NA
"GPX4",NA
"KRTAP10-7",NA
"ISG20",NA
"RGS16",NA
"LNP1",NA
"PDXP",NA
"DRAM1",NA
"C8orf48",NA
"PRAMEF20",NA
"UQCC2",NA
"GPR89A",NA
"CCDC89",NA
"SNAPIN",NA
"LILRA5",NA
"AIF1L",NA
"PXDC1",NA
"PRKX",NA
"ATP6AP2",NA
"ZSWIM7",NA
"GABARAPL1",NA
"STPG4",NA
"FBXO36",NA
"CRISP1",NA
"IQCK",NA
"BTN3A2",NA
"KCNMB3",NA
"C6orf203",NA
"HEBP2",NA
"PAGR1",NA
"SCAMP1",NA
"MAGEB16",NA
"PPP1R1A",NA
"PROSER2",NA
"INPP5B",NA
"SZRD1",NA
"LAIR1",NA
"C3orf52",NA
"RFLNA",NA
"PAM16",NA
"BLOC1S2",NA
"ERG28",NA
"FATE1",NA
"TAS2R14",NA
"POLR2D",NA
"BAG2",NA
"MED11",NA
"C5orf60",NA
"RPTOR",NA
"PRR19",NA
"DNAJC5G",NA
"SRXN1",NA
"CCZ1",NA
"MRPS12",NA
"SPA17",NA
"POLE4",NA
"FAM228B",NA
"XAGE5",NA
"C1orf115",NA
"C3orf84",NA
"LYSMD4",NA
"BPIFA3",NA
"LSM6",NA
"HMGN1",NA
"CAVIN3",NA
"PPL",NA
"MAGEA4",NA
"ARL5C",NA
"SFT2D1",NA
"MYL7",NA
"GPHA2",NA
"MAGEA1",NA
"SSR4",NA
"RFXAP",NA
"TNFRSF10C",NA
"C4orf3",NA
"MDK",NA
"ARPC3",NA
"FADD",NA
"CPLX2",NA
"BTG2",NA
"CD300LB",NA
"C18orf21",NA
"TMEM251",NA
"FAM219B",NA
"C2orf73",NA
"MAGEH1",NA
"TAAR8",NA
"ECHDC3",NA
"HDHD2",NA
"NXNL2",NA
"OXER1",NA
"C2orf80",NA
"KLF8",NA
"TPT1",NA
"DUSP21",NA
"RNASEK",NA
"SDC2",NA
"MIS12",NA
"NUTF2",NA
"PGF",NA
"NANOS1",NA
"PRKACG",NA
"VBP1",NA
"PRSS46P",NA
"BIRC5",NA
"TIGIT",NA
"BHLHB9",NA
"ATP5MC3",NA
"C1orf146",NA
"FAM122C",NA
"GCSH",NA
"SPCS1",NA
"CD300E",NA
"TRAPPC5",NA
"DKKL1",NA
"AKR1B15",NA
"NANOG",NA
"PRADC1",NA
"TMEM50B",NA
"GPBAR1",NA
"DNAL4",NA
"ROPN1L",NA
"CXorf56",NA
"ATXN3L",NA
"LTBP2",NA
"IL18BP",NA
"ATG10",NA
"NUDT3",NA
"TXN2",NA
"CFAP299",NA
"CACNA1H",NA
"ZNF98",NA
"CENPW",NA
"PIMREG",NA
"FAM90A1",NA
"POLR2J",NA
"TREML1",NA
"JSRP1",NA
"UBALD1",NA
"RASSF3",NA
"CMTM5",NA
"SFT2D2",NA
"CLEC4A",NA
"C22orf39",NA
"COA3",NA
"IQCF3",NA
"CEACAM7",NA
"SFR1",NA
"BTLA",NA
"JTB",NA
"TREM1",NA
"MZB1",NA
"BTG4",NA
"ARMC7",NA
"NANP",NA
"CKMT1A",NA
"TMEM160",NA
"BLOC1S6",NA
"CD2",NA
"FRG1",NA
"NHP2",NA
"MED21",NA
"YBEY",NA
"IDI2",NA
"MYL5",NA
"ELOF1",NA
"PRAMEF15",NA
"ZNF688",NA
"ADH6",NA
"NSMCE3",NA
"GNRH2",NA
"CENPQ",NA
"FAM168B",NA
"EVI2A",NA
"PHPT1",NA
"CFHR3",NA
"MORN4",NA
"LAMTOR3",NA
"METTL7A",NA
"PAWR",NA
"MAGEB6",NA
"BATF3",NA
"CCDC124",NA
"CNRIP1",NA
"AGR2",NA
"TMCO5A",NA
"FTL",NA
"C16orf86",NA
"WFDC2",NA
"NME5",NA
"FAU",NA
"RAI2",NA
"FAM19A5",NA
"NFYB",NA
"SPACA9",NA
"HINT3",NA
"PRDX1",NA
"CD33",NA
"CXorf65",NA
"APOPT1",NA
"ID1",NA
"MED10",NA
"CD83",NA
"ZNF22",NA
"RNF151",NA
"FBXL22",NA
"C7orf50",NA
"LEMD1",NA
"EIF5A2",NA
"NMI",NA
"INSL6",NA
"COA7",NA
"KLRB1",NA
"COX6B2",NA
"VAMP1",NA
"ARMCX1",NA
"SHISA5",NA
"ADH4",NA
"BLOC1S5",NA
"PRR30",NA
"CDRT15",NA
"KLF13",NA
"ITGB7",NA
"WRB",NA
"DYNLRB1",NA
"MMP26",NA
"DPPA4",NA
"UXT",NA
"RBPMS2",NA
"KRCC1",NA
"ZNF668",NA
"IGSF5",NA
"FRG2C",NA
"TMEM242",NA
"CENPK",NA
"TAS2R13",NA
"CITED1",NA
"EVI2B",NA
"NDUFA7",NA
"HNMT",NA
"AADACL3",NA
"RP11-192H23.4",NA
"NDUFS6",NA
"CYB5A",NA
"FAM216A",NA
"CREG1",NA
"FKBP1A",NA
"UBE2QL1",NA
"KRTAP29-1",NA
"FSHB",NA
"ANKRD45",NA
"FLT3LG",NA
"RPS28",NA
"RP11-248J23.6",NA
"CALHM2",NA
"HIST1H2AK",NA
"C14orf180",NA
"CLEC2L",NA
"CD226",NA
"CXCL12",NA
"NAA80",NA
"RNASE2",NA
"MCFD2",NA
"UBXN2A",NA
"SAYSD1",NA
"MEI4",NA
"PRAF2",NA
"NAIF1",NA
"CACYBP",NA
"CD200",NA
"HBQ1",NA
"C19orf71",NA
"FSBP",NA
"IZUMO2",NA
"IL17D",NA
"NMRK1",NA
"C6orf15",NA
"EFHD1",NA
"CDC42EP3",NA
"RPL37",NA
"TSPYL6",NA
"MRPS10",NA
"NMS",NA
"TMEM18",NA
"EEF1AKMT1",NA
"LYZL1",NA
"TRMT112",NA
"RPL38",NA
"IER3",NA
"CD274",NA
"GSTM5",NA
"DBNDD1",NA
"NUDT7",NA
"RNF113B",NA
"LY6K",NA
"LSM8",NA
"PNRC1",NA
"SERTAD2",NA
"LIN28A",NA
"RFK",NA
"COMMD3",NA
"TSGA13",NA
"PIR",NA
"CDRT15L2",NA
"MAP1LC3A",NA
"SELENOT",NA
"RNF13",NA
"IFT22",NA
"PRAMEF14",NA
"PHF5A",NA
"CHCHD2",NA
"GMFB",NA
"NAA50",NA
"CLEC1A",NA
"MRGBP",NA
"FAM181B",NA
"CLEC9A",NA
"REC114",NA
"MYMK",NA
"THSD7A",NA
"ERICH5",NA
"PCP2",NA
"CFHR2",NA
"TMIGD1",NA
"RGS5",NA
"PHOSPHO2",NA
"TP53INP1",NA
"MALSU1",NA
"RSPH14",NA
"DDA1",NA
"SPATC1L",NA
"LRRC3",NA
"MAP3K7CL",NA
"GVQW3",NA
"PPIH",NA
"GADD45A",NA
"TMEM171",NA
"SMARCA1",NA
"AHSG",NA
"FAM89B",NA
"GRAP",NA
"SPCS2",NA
"TRARG1",NA
"NUDT4",NA
"GREM1",NA
"ENKUR",NA
"ITGB3",NA
"NPBWR2",NA
"PROK2",NA
"NUDT10",NA
"PDZD9",NA
"GIMAP2",NA
"SPZ1",NA
"LYZL2",NA
"HBE1",NA
"TXNDC2",NA
"PDPN",NA
"C17orf64",NA
"LAT2",NA
"C11orf86",NA
"TNFRSF12A",NA
"NAIP",NA
"MOAP1",NA
"CRISP2",NA
"KLK2",NA
"ARPC5",NA
"SLC35G6",NA
"IL34",NA
"LKAAEAR1",NA
"PCBD1",NA
"DPM2",NA
"RAMP2",NA
"CETN1",NA
"TOB2",NA
"UBL4A",NA
"GPX6",NA
"CYSLTR2",NA
"NKG7",NA
"TMEM35A",NA
"CFAP161",NA
"AP3S1",NA
"ZNF736",NA
"KITLG",NA
"FFAR1",NA
"ATP6V1G2",NA
"UBE2D4",NA
"TYROBP",NA
"PRR7",NA
"TEX36",NA
"C16orf95",NA
"C1orf74",NA
"ASB9",NA
"SPATS1",NA
"CAAP1",NA
"MPC2",NA
"PEA15",NA
"TMEM212",NA
"TCTE3",NA
"PDCL3",NA
"SSNA1",NA
"UBE2L3",NA
"TXNDC9",NA
"TPPP3",NA
"C11orf68",NA
"NCR3LG1",NA
"METTL7B",NA
"FAM19A4",NA
"APOLD1",NA
"TAF11",NA
"SPINDOC",NA
"AAMDC",NA
"TREM2",NA
"TMEM243",NA
"LUZP4",NA
"GUCA1C",NA
"DPM3",NA
"PCNP",NA
"CRISP3",NA
"DENR",NA
"MRPL12",NA
"FAM166B",NA
"PTMA",NA
"ZNF492",NA
"VTCN1",NA
"ARL11",NA
"PNMT",NA
"PCBD2",NA
"MORN5",NA
"MOSMO",NA
"BATF2",NA
"LYSMD1",NA
"BOD1",NA
"ABT1",NA
"TMEM176B",NA
"IMMP1L",NA
"RPL37A",NA
"MRPL49",NA
"ACRV1",NA
"NFAM1",NA
"FOXD1",NA
"REG4",NA
"FUNDC2",NA
"CREBZF",NA
"CFL1",NA
"USP27X",NA
"C1orf216",NA
"OCEL1",NA
"FAM58A",NA
"LYG2",NA
"PRAMEF17",NA
"HES3",NA
"IER2",NA
"APOC2",NA
"LY6E",NA
"SYPL1",NA
"C5AR2",NA
"CD3G",NA
"ZNF664",NA
"TPPP",NA
"LTB4R",NA
"VGLL3",NA
"RHOXF1",NA
"CHAC2",NA
"NUS1",NA
"CCDC68",NA
"TBC1D26",NA
"RTP5",NA
"IZUMO4",NA
"MRPS33",NA
"NUDT16",NA
"PRDX5",NA
"SLC2A4RG",NA
"IQCF5",NA
"NPY",NA
"RPAIN",NA
"CHCHD4",NA
"BRCA1",NA
"BLOC1S1",NA
"MRAP2",NA
"CD300C",NA
"UQCRQ",NA
"IFI27L1",NA
"CRADD",NA
"EAF2",NA
"COMMD7",NA
"SHISA3",NA
"TGOLN2",NA
"FRAT2",NA
"SP9",NA
"PTGES3",NA
"ATP5MC2",NA
"LYG1",NA
"ANKRD22",NA
"C5orf30",NA
"CSDC2",NA
"SBK3",NA
"KIR2DL1",NA
"OLAH",NA
"TMA16",NA
"KCNMB1",NA
"CENPH",NA
"TMEM86A",NA
"ABHD14B",NA
"UBE2D1",NA
"C12orf65",NA
"APOBEC3C",NA
"C16orf87",NA
"HNRNPCL1",NA
"ATG12",NA
"PRELID2",NA
"CTU1",NA
"CD300LG",NA
"SCRT2",NA
"GLRX5",NA
"MPC1",NA
"ARL6IP5",NA
"POU2AF1",NA
"TMEM186",NA
"COX5A",NA
"KCNMB2",NA
"TNFRSF4",NA
"HIST1H3H",NA
"DESI2",NA
"ZNF501",NA
"PSMD9",NA
"PRAMEF2",NA
"MXRA7",NA
"FAM84B",NA
"FDX2",NA
"TIRAP",NA
"APOBEC4",NA
"RESP18",NA
"GPR78",NA
"KCNE2",NA
"C1orf174",NA
"FAAP24",NA
"C19orf12",NA
"TMEM51",NA
"SPDYE3",NA
"ELOVL3",0
"RBBP9",NA
"LRRC29",NA
"ACKR2",NA
"CCDC70",NA
"ENSA",NA
"C1QTNF12",NA
"ODAM",NA
"RPL27",NA
"NUPL2",NA
"SYCE2",NA
"LRG1",NA
"SDHAF2",NA
"ISCA2",NA
"PPIC",NA
"MRPL34",NA
"FAM19A2",NA
"SCML1",NA
"LY6G5C",NA
"COMMD8",NA
"NMB",NA
"TMBIM4",NA
"IER3IP1",NA
"MANF",NA
"MFAP3",NA
"PRAMEF1",NA
"NDUFB11",NA
"ZNF626",NA
"OVOL2",NA
"RAD51AP1",NA
"FAM136A",NA
"ARPIN",NA
"VSIG4",NA
"HSF2BP",NA
"AANAT",NA
"CNIH3",NA
"GTSF1",NA
"PTRH2",NA
"CDC34",NA
"IL2RA",NA
"ZNF486",NA
"GPR32",NA
"SPACA3",NA
"BCL7B",NA
"SLAMF7",NA
"GCG",NA
"TFPI2",NA
"R3HDM4",NA
"GPR35",NA
"TMEM177",NA
"MARCH3",NA
"SH3BGR",NA
"SDHAF1",NA
"TEX33",NA
"DNAJC12",NA
"INO80E",NA
"HCAR3",NA
"NR2C2AP",NA
"C12orf49",NA
"LRRN4CL",NA
"TEX264",NA
"CALHM4",NA
"SSMEM1",NA
"CLEC4G",NA
"RHD",NA
"EFHD2",NA
"KCNK7",NA
"HAUS1",NA
"FAM181A",NA
"RABAC1",NA
"CD200R1",NA
"TMEM150B",NA
"MEDAG",NA
"SDC3",NA
"KXD1",NA
"TREX2",NA
"TIMM10B",NA
"NAGLU",NA
"TSSK3",NA
"COMMD9",NA
"ICAM2",NA
"RTN4RL1",NA
"AZGP1",NA
"TMEM106A",NA
"PRB3",NA
"FCGR1A",NA
"TAF1D",NA
"LRP5",NA
"ZFP42",NA
"CD86",NA
"ZNF506",NA
"ZNF138",NA
"MID1IP1",NA
"CEACAM6",NA
"CSH1",NA
"RAP2C",NA
"LSM12",NA
"KLRC1",NA
"CENPBD1",NA
"LYVE1",NA
"ZDHHC22",NA
"TRIM48",NA
"GPR62",NA
"ARL14EP",NA
"KRTAP10-4",NA
"PLA2G2F",NA
"H3F3A",NA
"DAZAP2",NA
"C16orf46",NA
"CSKMT",NA
"HORMAD2",NA
"FCGR3A",NA
"RBX1",NA
"CCDC106",NA
"PSMG2",NA
"METTL21C",NA
"IL36RN",NA
"TPD52L2",NA
"NUDT1",NA
"RP13-996F3.4",NA
"DAND5",NA
"CMBL",NA
"IFNG",NA
"TMEM185B",NA
"NUDT19",NA
"INCA1",NA
"ELP6",NA
"USP18",NA
"PACRGL",NA
"PCED1B",NA
"NABP1",NA
"SAMD10",NA
"TREML2",NA
"LAMP3",NA
"LEPROTL1",NA
"C20orf173",NA
"C1orf123",NA
"EXO5",NA
"CD247",NA
"ACKR4",NA
"VSIR",NA
"CX3CR1",NA
"IER5",NA
"RTP4",NA
"MC1R",NA
"YPEL3",NA
"COA6",NA
"CCDC12",NA
"RNF182",NA
"FAM43B",NA
"HACD1",NA
"CARD19",NA
"MRPL41",NA
"CDX4",NA
"HIST2H3D",NA
"BCL2L1",NA
"FAM151B",NA
"CEACAM19",NA
"TNFAIP8L3",NA
"C4orf33",NA
"BNIP3",NA
"FAIM",NA
"ZNHIT1",NA
"PRRG1",NA
"FPR2",NA
"LGALS12",NA
"LXN",NA
"C4BPB",NA
"ZNF75A",NA
"ZNF784",NA
"GKN2",NA
"MYADML2",NA
"FAM187B",NA
"CPTP",NA
"CIPC",NA
"MANSC1",NA
"PNMA1",NA
"GADD45B",NA
"TBC1D21",NA
"P2RY14",NA
"GPX3",NA
"MAGEA11",NA
"NDUFB4",NA
"TMEM50A",NA
"TRAPPC6B",NA
"ZNRF2",NA
"ZFAND6",NA
"SDCBP",NA
"C19orf24",NA
"SLC39A1",NA
"FAM19A1",NA
"C1GALT1C1",NA
"CGRRF1",NA
"UTP23",NA
"ADH1B",NA
"C6orf163",NA
"TEX261",NA
"MED29",NA
"GINM1",NA
"RNF125",NA
"CCDC28A",NA
"C22orf15",NA
"PSMF1",NA
"TMEM74B",NA
"PLA2G5",NA
"HIST1H3A",NA
"PEBP4",NA
"TEX101",NA
"ZNF787",NA
"EGR3",NA
"LURAP1",NA
"MESDC2",NA
"RPS15A",NA
"SOWAHD",NA
"CNTNAP4",NA
"SH3BGRL3",NA
"LIMD2",NA
"DCTD",NA
"COPS9",NA
"EPO",NA
"CASTOR1",NA
"LRRC52",NA
"CCNI2",NA
"FOPNL",NA
"ZNF114",NA
"GTPBP8",NA
"MGST2",NA
"ARHGDIG",NA
"TMEM98",NA
"BCL2L10",NA
"KIR2DL4",NA
"TSC22D3",NA
"NRN1L",NA
"RGS19",NA
"RTN4R",NA
"GFER",NA
"FAM122B",NA
"HNRNPF",NA
"UBE2F",NA
"SKP1",NA
"MRC2",NA
"GPR27",NA
"VENTX",NA
"ARL14",NA
"NOS2",NA
"NDUFA4L2",NA
"MRPL58",NA
"RPP25L",NA
"MRPL11",NA
"ARMC10",NA
"PCSK5",NA
"SYCE1L",NA
"RGS18",NA
"ASCL3",NA
"CD3E",NA
"HIST1H3D",NA
"MCUB",NA
"CLDND2",NA
"UBTD2",NA
"ZNRF1",NA
"SAMD1",NA
"LAMP5",NA
"ZNF740",NA
"RFPL2",NA
"WDYHV1",NA
"ACOT1",NA
"TBATA",NA
"APOBEC3H",NA
"CCDC58",NA
"PRDX2",NA
"RBM3",NA
"MAB21L4",NA
"C8orf86",NA
"TAAR6",NA
"TMEM97",NA
"CINP",NA
"ODAPH",NA
"EBI3",0
"RHBDD2",NA
"KCTD21",NA
"PRELID3A",NA
"TSC22D4",NA
"CITED2",NA
"VSTM4",NA
"ZNF670",NA
"TRIM64B",NA
"UQCRFS1",NA
"TRABD2B",NA
"ADCYAP1",NA
"SLC10A1",NA
"SHISA2",NA
"PROK1",NA
"ORM2",NA
"MPLKIP",NA
"NPDC1",NA
"NCR3",NA
"EML6",NA
"ZDHHC11",0
"LAMP2",NA
"HMGB3",NA
"CDO1",NA
"PAQR4",NA
"DNAJC22",NA
"NCF1",NA
"INSL3",NA
"SNCA",NA
"CYBC1",NA
"PIH1D1",NA
"ZCCHC12",NA
"CIAO2A",NA
"PTGDS",NA
